OBs, -0.14663434028625488, 0.0, 0.0, 0.0, u_values, -0.05354040861129761, 0, 0, 0, reward, 0.9784983702488148
OBs, -0.14930368959903717, -0.532633900642395, 0.00028994030435569584, 0.057199783623218536, u_values, -0.041862547397613525, 0, 0, 0, reward, 0.9493385126542231
OBs, -0.15711167454719543, -1.0489542484283447, 0.0011342287762090564, 0.11172404140233994, u_values, 0.5599930286407471, 0, 0, 0, reward, 0.8652852915438971
OBs, -0.16375485062599182, -0.2525538206100464, 0.0016639174427837133, -0.011934234760701656, u_values, 0.8976993560791016, 0, 0, 0, reward, 0.9668057288038603
OBs, -0.15847466886043549, 1.355118989944458, 0.00039858053787611425, -0.2454158365726471, u_values, 0.2061997652053833, 0, 0, 0, reward, 0.791251015752122
OBs, -0.14405106008052826, 1.5135575532913208, -0.002272400539368391, -0.281831830739975, u_values, -0.9739921689033508, 0, 0, 0, reward, 0.7501631289967339
OBs, -0.14125902950763702, -1.0478266477584839, -0.003501403611153364, 0.049325041472911835, u_values, -0.9846046566963196, 0, 0, 0, reward, 0.8702505922245576
OBs, -0.16500188410282135, -3.749279737472534, -0.0012539367889985442, 0.3988816738128662, u_values, 0.8898688554763794, 0, 0, 0, reward, -0.43293563397543955
OBs, -0.19575323164463043, -2.379903793334961, 0.0018023423617705703, 0.1949240118265152, u_values, 1.0, 0, 0, 0, reward, 0.39528614090387115
OBs, -0.21080245077610016, -0.7015426754951477, 0.002502240939065814, -0.05430387705564499, u_values, 0.9982528686523438, 0, 0, 0, reward, 0.9063454880717292
OBs, -0.2096458375453949, 0.939316987991333, 0.0007339761359617114, -0.29947853088378906, u_values, 0.6878073215484619, 0, 0, 0, reward, 0.867816928534882
OBs, -0.19530579447746277, 1.9771883487701416, -0.003079527523368597, -0.46124908328056335, u_values, -0.9191611409187317, 0, 0, 0, reward, 0.5709273216433104
OBs, -0.18698252737522125, -0.41069814562797546, -0.0062530445866286755, -0.15579955279827118, u_values, -0.9968472719192505, 0, 0, 0, reward, 0.9481663277174887
OBs, -0.2043527066707611, -3.1279006004333496, -0.006057467311620712, 0.19429343938827515, u_values, 0.3165395259857178, 0, 0, 0, reward, -0.020139914633820366
OBs, -0.23513859510421753, -3.095752477645874, -0.00418468564748764, 0.16771981120109558, u_values, 0.9998414516448975, 0, 0, 0, reward, -0.013660250352038661
OBs, -0.2583481967449188, -1.6680220365524292, -0.003595029702410102, -0.0539986789226532, u_values, 0.999811053276062, 0, 0, 0, reward, 0.6550251653723412
OBs, -0.2676737308502197, -0.274984747171402, -0.005238201003521681, -0.2735196053981781, u_values, 0.9810469150543213, 0, 0, 0, reward, 0.9207863688200568
OBs, -0.2638837695121765, 1.063908576965332, -0.009034435264766216, -0.4859950542449951, u_values, 0.08287429809570312, 0, 0, 0, reward, 0.8171670480719494
OBs, -0.255087286233902, 0.6960134506225586, -0.013815417885780334, -0.46152710914611816, u_values, -0.9572700262069702, 0, 0, 0, reward, 0.8864679174799355
OBs, -0.26001617312431335, -1.7872154712677002, -0.01689617894589901, -0.14483606815338135, u_values, -0.8775796294212341, 0, 0, 0, reward, 0.6129491275536272
OBs, -0.28866592049598694, -4.144741058349609, -0.01683030277490616, 0.1542206108570099, u_values, 0.9852125644683838, 0, 0, 0, reward, -0.8012441836418491
OBs, -0.3234947621822357, -3.0790512561798096, -0.016124043613672256, -0.026946261525154114, u_values, 0.9999864101409912, 0, 0, 0, reward, -0.05273052345583307
OBs, -0.34723830223083496, -1.9837377071380615, -0.017356500029563904, -0.21709907054901123, u_values, 0.9997479915618896, 0, 0, 0, reward, 0.48587390758238225
OBs, -0.36112433671951294, -0.9989597797393799, -0.020423512905836105, -0.3948494493961334, u_values, 0.9913829565048218, 0, 0, 0, reward, 0.7697554372872553
